,PRODUCT_ID,TITLE,BULLET_POINTS,DESCRIPTION,PRODUCT_TYPE_ID,PRODUCT_LENGTH
2148428,1782762,"barsone Photo Picutre Album 4x6 500 Photos, Extra Large Capacity Leather Cover Family Anniversary Photo Albums Holds 500 Horizontal and Vertical Photos(Silver)","[[ High-Quality ] Made of high-end leather and padded cover. With Strong iron hoop and protective corner. Can be kept for lots of years,[ High capacity ] - Comes with 25 sheets/50 pages.Cover size:10.6""x10.2"" (26x27cm), Inner paper size: 10.2’’X 10’’ (26X25.5 cm). Ample space for you to keep hundreds of photos.Showing all your favourite photos forever,[ Special Design ] - Exquisite workmanship, Heart-Shaped Embossing delivers the passionate love.With metal corner around, protect the scrapbook very well, and looks more exquisite,[ DIY and Record All Your Memory ] - Do it yourself, you can create a DIY album as you like. An awesome photo album for recording all your wonderful moments, This beautiful and timeless photo album will help you to think of all the precious moments in your life,[ Suits for All Kinds Occasions] - Can be used as scrapbook, wedding album, guest book, family book, graduation memorial album,yearbook and so on. ideal Gift for valentines day, Christmas, Anniversary, Mother's Day, Birthday, Personalized Gifts,Thanksgiving Day and so on]","<b>Are you looking for a great quality album for photos to keep your memorable moments?<br> </b>Our DIY album will meet all your needs. Create your own unique memories. Put different size photos in it and write every things you want to record <br> <br> Insert your favorite photos into this beautiful high grade leather cover photo album, keep your best memory forever<br> <br> Make your own personalized gift filled with photos and notes for your family and friends for a special occasion - maybe for a wedding, anniversary, birthday, thank you, birth, baptism, communion, enrollment, leave, graduation, engagement, retirement <br> <br> <b>Easy to Use:<br> </b>The three ring hoops allows for easy removal or adding of pages to create a wedding memory book that suits your needs<br> <br> <b>Package includes: <br> </b>1 x scrapbook <br> 3 x iron hoops<br> 3 x colorful corner stickers<br> <br> <b>Warranty:<br> </b>Barsone brand with premium quality<br> 3 months worry-free warranty<br> 24 hour dedicated Email customer support<br> 100% customer satisfaction",5504,787.401574
1768262,125018,Melted Into Air,,,99,500.0
1870534,2503127,Fun World Womens Party Animal Dalmatian Costume XL Size 16-18,"[Jumpsuit,X-Large,Black/White]","Ruff-Ruff! This season, show your love for your precious pooch and add some divine Dalmatian energy to your night in this cozy and charming outfit. With our Women's Party Animal Dalmatian Halloween Costume, you'll have the costume to transform you into the sweetest pup out there this Halloween! This lovely outfit features a jumpsuit with a red collar, a heart tag print with puppy love, attached puppy hood and Dalmatian spots all over. Shoes not included. You'll be the cutest puppy, ready to steal everyone's heart in town. Pick up our Women's Party Animal Dalmatian Halloween Costume today for some puppy love! Available at Costume Kingdom!!!",1002,1600.0
1229797,1126522,C&E CNE73522 (30 Feet/9.1 Meters) High Speed HDMI Cable Male to Male with Ethernet and Audio Return (Black),"[Category 2 Certified - High-Speed 18.2 gbps / 340 MHz Supports up to 240hz Refresh Rates and 48-Bit Deep Color,Supports all new HDMI advanced features such as 3D, Audio Return Channel, Ethernet, up to 7.1 Dolby TrueHD and DTS-HD Master AudioTM,Fully compatible with all blu ray players, Xbox 360, PS3, supports resolution 720p, 1080i, 1080p and beyond,Full Shield and Gold Plated Connectors for Better Image, Sound Quality, Stable signal transmit and more durable,Backward compatible to all previous versions,30 Feet/9.1 Meters, Supports 4K, 3D and Audio Return,With Ethernet]",,1792,700.0
303339,2163184,UR LITTLE SHOP UV Stabilized Garden Fencing Net_Tree Guard Net_Anti Bird Net_PVC Virgin HDPE_3.3 Feet Height X 10 Feet Length_Green Color_800 GSM with 1 Cutter and 50 PVC Tags USAF42,"[In the Pack : 3 X 10 Feet Green color garden fencing, 1 cutter, 50 pvc tags,Useful to protect your plants and gardens,This can be used to your balconies, grills, windows,open areas, gardens as an anti bird net,Works as a boundary fencing net to your crops, fields, open areas, plots,We are providing you a cutter,PVC tags freely for easy installation]","UR LITTLE SHOP Garden fencing net mesh available in 4 colors : Green, Black, Orange, Ivory. This can be used to protect your plants, gardens, trees and also useful to cover your balconies, open areas, grills, windows, ventilators to avoid birds, animals, insects etc.Made with high quality raw material. It is durable and sturdy lasts for a long period.Light weight and foldable.For easy installation we are providing you 1 cutter and PVC tags along with this fencing net.",5566,3960.0
1276538,1171402,febi bilstein 45948 Exhaust Manifold Gasket - Pack of 1,,,8500,978.346455695
1566811,721342,Energía sin límites: Descubra cómo puede mejorar su salud y alargar su vida mediante el aporte adecuado des minerales,,,86,550.0
126130,2053537,"AAA Best Deal 6 inch 10 Pack Plant Saucers for Indoor and Outdoor Use, Heavy Duty Tray, Deeper Saucer to Avoid Over-Spills. Made with Thicker and More Durable Plastic for Longevity.","[【Great, durable design!】Thick, sturdy, strong, protective and crystal clear! Our plant saucers are specially made of a premium thick and strong plastic, making them sturdier and longer lasting than other brands. Durable enough to hold heavy pots all shapes, sizes and materials such as plastic, clay, glass, ceramic and terra-cotta pots.,【Economical deluxe Package】This great package includes 10 pack of 8 inch plastic plant saucers of supreme quality at an unbeatable price, versatile for multiple purposes. Each flower pot saucer measures 6"" at the top and 5"" at the bottom.,【Superior efficient design】The 1.6” inch height/ depth prevents leaks and spills. No more damaged floors due to leaks or clean ups for leaky messes. Perfect for your indoor and outdoor plant needs. It is 100% recyclable, eco friendly and non-toxic!,【Transparent appeal 】Beautiful clear appearance, will blend in with any background and match with all pots. Discreet, subtle and serves the purpose perfectly. Does not get stained, faded or lose its color, luster or shine.,【Versatile and adaptable】These amazing 6” plant saucers work phenomenally for plants but they can be used for anything from plants, to serving tortillas, to bathing a small pet, to using as plates, sorting beads for jewelry or even as a palette for artists the options are endless!]","For all your plant watering care and needs: Plant saucers are used to ensure that your favorite plants retain a drip system and have the perfect moisture for a healthy flourishing environment. This particular transparent plant tray is designed with ridges to improve the air flow so that the plant root wont rot. 1.6 inches depth of the round plant saucer is deep enough to catch the drip effectively. Protect Your Floor: With no drainage holes, this plant saucer is waterproof, which will prevent water from leaking on your floor and damaging it, it will also prevent any unnecessary cleaning. It is versatile and can be used for indoor and out door plants. It can also be used to raise plants for more efficient drainage.. Create Your Own Decoration: This clear plant pallet is completely transparent with no stickers. If you want to change it look, just fill it with some pebbles, marbles, rocks, or even colored plant crystal gel, around the edge or create your own appealing look. It will be a unique part of your house. Eco-friendly Material: Made by PP plastic, these durable plant pot saucers are recyclable. Please don't worry about the problem of environment pollution. Also they can be used in other purpose as a tray. It is non-toxic and scratch-resistant. Securely Packaging: To deliver this 10 pack of Recycle Plant Saucers to you without damage, we ensure the packaging in completely sealed. They are wrapped in a poly bag to prevent scratches or cracks. If there is any questions, please do not hesitate to contact us for a solution. Specification: Top Diameter: 6 inch, Bottom Diameter: 5inch, and Depth of Saucer: 1.6 inch Color: Clear Material: PP Package Content: 10 pack of plant saucers",5903,600.0
933489,854243,Littlest Pet Shop Portable Pet Angura Bunny with Slipper,"[#515 RABBIT & SLIPPER * CUDDLIEST PORTABLE PET * 2007 Littlest Pet Shop Figure 2-Pack,Includes: pets & cozy slipper. Figure measures approximately 2 inches tall. Pet contains a magnet.,Originally released in 2007 - Retired / Out of production,Ages 4 and up.,From Hasbro.]",You've just welcomed some new friends into your very own Littlest Pet Shop where there are adventures around every corner...and lots of new pets to love! #515 RABBIT & SLIPPER * CUDDLIEST PORTABLE PET * 2007 Littlest Pet Shop Figure 2-Pack. Includes: pets & cozy slipper. Figure measures approximately 2 inches tall. Pet contains a magnet. Originally released in 2007 - Retired / Out of production. Ages 4 and up. From Hasbro.0,1225,100.0
1164603,832936,Blues Giants : the Essential S,,,804,492.0
441985,1984287,"FARMORY Active Dry Yeast - Bakers Yeast - Instant Yeast for Baking Pizza, Bread, Cake, Wine, Donuts (250GM)","[How-to-use: Add 2 tea spoons of Yeast to warm (not hot) water along with 2 tea spoons of Sugar. Stir well, set aside for 10 minutes. Use once the yeast is foamy and activated.,Can be used for baking, proofing, making wine, beer or even for some South Indian preparations.,Can be used for baking, proofing, or even for some Indian preparations like Naan Bread, Garlic Cheese Bread, Pizza Crust, Cinnamon Rolls, Whole Wheat Bread, Cakes & Pastries,Free from Harmful Chemicals, Pesticides & No Additives,FARMORY-BETTER PRODUCTS FOR BETTER LIFE]","Active Dry Yeast is used as a leavening agent for baking bread and other bakery related products. It plays an essential role as a catalyst in the fermentation process. The fine granules of Nuru Active Dry yeast activates instantly. This yeast works perfectly for home baking. Simply add it to the dough and prepare soft, fluffy and tasty bread.",0,787.401574
657199,1798726,"Bella Vita womens Wedge Sandal, White Leather, 8 Wide US","[3"" wedge heel, Generously padded footbed,On trend laser chop out upper,Wood inspired unit wedge,Made in Italy]",,3297,1160.0
1215979,626372,Dix plantes magiques pour votre sante - guide d'utilisation et recueil de recettes a base de plantes,,,1,582.676
1889596,2725489,Alve Back Cover for Samsung M21 - nl193,"[This 3D designer custom phone cases cover , Durable stylish case cover & light weight case cover.,High quality polycarbonate hard back case with best in class printing with complete protection.,3D sublimation imaging technology results in high resolution designs that cover 100% of the case including all sides]",This phone cover not only protects your precious handset but also increases the life span of your mobile. This particular handset back cover is very light in weight and can also be easily snapped on your handset. In todays world communication is very important and hence it is mandate to protect the ways we communicate. Mobile is one of the ways. So it is imperative to protect the same by taking few precautions. One of the main is to protect your handset back cover.,2207,295.27559025
1919856,2184478,"Animals Coloring Book: Activity coloring books for animal lover - Beautiful animals designs for stress relieve and relaxation - Easy animals coloring ... - coloring book bold lines, high contrast..",,,18,850.0
1388211,2378302,Poster Villa Cowboy Bebop Spike Spiegel Jet Black Faye Valentine Matte Finish Paper Poster Print (Multicolor) PV-4952,"[✔Sold and Shipped by ""Poster Envy"".,✔Dispatched and packed carefully in a solid cardboard mailing tube protected with plastic caps on both sides of the tube ensuring the product arrives in perfect condition.,✔SUITABLE FOR PLACES: Suitable for all kinds of places: classroom, bedroom, study, gym，corridor, or anywhere in the house, office etc.,✔Easy to Frame：This unframed poster print come ready to hang on the wall using thumbstacks, putty, or a stylish frame of your choice.]","✔Cowboy Bebop Spike Spiegel Jet Black Faye Valentine Poster is an Unframed 12"" x 18"" Inch Poster printed on a hard stock premium quality matte finish poster paper. Rolled and Packed in a solid cardboard tube with plastic caps on both sides to prevent from any external damage. Quality is Assured. This poster can be framed or it can be used as it is by using glue dots. We thrive to serve our customers with the best we can.",1557,10.0
